0.40816,0,0,0
0.81633,0,0,0
1.2245,0,0,0
1.6327,0,0,0
2.0408,0,0,0
2.449,0,0,0
2.8571,0,0,0
3.2653,0,0,0
3.6735,0,0,0
4.0816,0,0,0
4.4898,0,0,0
4.898,0,0,0
5.3061,0,0,0
5.7143,0,0,0
6.1224,0,0,0
6.5306,0,0,0
6.9388,0,0,0
7.3469,0,0,0
7.7551,0,0,0
8.1633,0,0,0
8.5714,0,0,0
8.9796,0,0,0
9.3878,0,0,0
9.7959,0,0,0
10.204,0,0,0
10.612,0,0,0
11.02,0,0,0
11.429,0,0,0
11.837,0,0,0
12.245,0,0,0
12.653,0,0,0
13.061,0,0,0
13.469,0,0,0
13.878,0,0,0
14.286,0,0,0
14.694,0,0,0
15.102,0,0,0
15.51,0,0,0
15.918,0,0,0
16.327,0,0,0
16.735,0,0,0
17.143,0,0,0
17.551,0,0,0
17.959,0,0,0
18.367,0,0,0
18.776,0,0,0
19.184,0,0,0
19.592,0,0,0
20,0,0,0
20.408,0,0,0
20,0,0.064114,0.2
20.32,0.010273,0.12823,0.2
20.639,0.04105,0.19234,0.2
20.956,0.092204,0.25646,0.2
21.268,0.16353,0.32057,0.2
21.576,0.25472,0.38468,0.2
21.876,0.36542,0.4488,0.2
22.169,0.49516,0.51291,0.2
22.454,0.64341,0.57703,0.2
22.728,0.80956,0.64114,0.2
22.991,0.99293,0.70526,0.2
23.241,1.1928,0.76937,0.2
23.478,1.4083,0.83348,0.2
23.701,1.6385,0.8976,0.2
23.909,1.8826,0.96171,0.2
24.101,2.1394,1.0258,0.2
24.276,2.408,1.0899,0.2
24.433,2.6873,1.1541,0.2
24.572,2.9761,1.2182,0.2
24.692,3.2732,1.2823,0.2
24.793,3.5774,1.3464,0.2
24.875,3.8874,1.4105,0.2
24.936,4.202,1.4746,0.2
24.977,4.5199,1.5387,0.2
24.997,4.8397,1.6029,0.2
24.997,5.1603,1.667,0.2
24.977,5.4801,1.7311,0.2
24.936,5.798,1.7952,0.2
24.875,6.1126,1.8593,0.2
24.793,6.4226,1.9234,0.2
24.692,6.7268,1.9875,0.2
24.572,7.0239,2.0517,0.2
24.433,7.3127,2.1158,0.2
24.276,7.592,2.1799,0.2
24.101,7.8606,2.244,0.2
23.909,8.1174,2.3081,0.2
23.701,8.3615,2.3722,0.2
23.478,8.5917,2.4363,0.2
23.241,8.8072,2.5005,0.2
22.991,9.0071,2.5646,0.2
22.728,9.1904,2.6287,0.2
22.454,9.3566,2.6928,0.2
22.169,9.5048,2.7569,0.2
21.876,9.6346,2.821,0.2
21.576,9.7453,2.8851,0.2
21.268,9.8365,2.9493,0.2
20.956,9.9078,3.0134,0.2
20.639,9.959,3.0775,0.2
20.32,9.9897,3.1416,0.2
20,10,3.2057,0.2
19.592,10,3.1416,0
19.184,10,3.1416,0
18.776,10,3.1416,0
18.367,10,3.1416,0
17.959,10,3.1416,0
17.551,10,3.1416,0
17.143,10,3.1416,0
16.735,10,3.1416,0
16.327,10,3.1416,0
15.918,10,3.1416,0
15.51,10,3.1416,0
15.102,10,3.1416,0
14.694,10,3.1416,0
14.286,10,3.1416,0
13.878,10,3.1416,0
13.469,10,3.1416,0
13.061,10,3.1416,0
12.653,10,3.1416,0
12.245,10,3.1416,0
11.837,10,3.1416,0
11.429,10,3.1416,0
11.02,10,3.1416,0
10.612,10,3.1416,0
10.204,10,3.1416,0
9.7959,10,3.1416,0
9.3878,10,3.1416,0
