8.9796,10,3.1416,0
8.5714,10,3.1416,0
8.1633,10,3.1416,0
7.7551,10,3.1416,0
7.3469,10,3.1416,0
6.9388,10,3.1416,0
6.5306,10,3.1416,0
6.1224,10,3.1416,0
5.7143,10,3.1416,0
5.3061,10,3.1416,0
4.898,10,3.1416,0
4.4898,10,3.1416,0
4.0816,10,3.1416,0
3.6735,10,3.1416,0
3.2653,10,3.1416,0
2.8571,10,3.1416,0
2.449,10,3.1416,0
2.0408,10,3.1416,0
1.6327,10,3.1416,0
1.2245,10,3.1416,0
0.81633,10,3.1416,0
0.40816,10,3.1416,0
0,10,3.1416,0
-0.40816,10,3.1416,0
0,10,3.2057,0.2
-0.32035,9.9897,3.2698,0.2
-0.63939,9.959,3.3339,0.2
-0.95579,9.9078,3.398,0.2
-1.2683,9.8365,3.4622,0.2
-1.5755,9.7453,3.5263,0.2
-1.8763,9.6346,3.5904,0.2
-2.1694,9.5048,3.6545,0.2
-2.4536,9.3566,3.7186,0.2
-2.7277,9.1904,3.7827,0.2
-2.9906,9.0071,3.8468,0.2
-3.2411,8.8072,3.911,0.2
-3.4784,8.5917,3.9751,0.2
-3.7014,8.3615,4.0392,0.2
-3.9092,8.1174,4.1033,0.2
-4.1009,7.8606,4.1674,0.2
-4.2757,7.592,4.2315,0.2
-4.433,7.3127,4.2956,0.2
-4.5721,7.0239,4.3598,0.2
-4.6923,6.7268,4.4239,0.2
-4.7933,6.4226,4.488,0.2
-4.8746,6.1126,4.5521,0.2
-4.9359,5.798,4.6162,0.2
-4.9769,5.4801,4.6803,0.2
-4.9974,5.1603,4.7444,0.2
-4.9974,4.8397,4.8086,0.2
-4.9769,4.5199,4.8727,0.2
-4.9359,4.202,4.9368,0.2
-4.8746,3.8874,5.0009,0.2
-4.7933,3.5774,5.065,0.2
-4.6923,3.2732,5.1291,0.2
-4.5721,2.9761,5.1932,0.2
-4.433,2.6873,5.2574,0.2
-4.2757,2.408,5.3215,0.2
-4.1009,2.1394,5.3856,0.2
-3.9092,1.8826,5.4497,0.2
-3.7014,1.6385,5.5138,0.2
-3.4784,1.4083,5.5779,0.2
-3.2411,1.1928,5.642,0.2
-2.9906,0.99293,5.7062,0.2
-2.7277,0.80956,5.7703,0.2
-2.4536,0.64341,5.8344,0.2
-2.1694,0.49516,5.8985,0.2
-1.8763,0.36542,5.9626,0.2
-1.5755,0.25472,6.0267,0.2
-1.2683,0.16353,6.0908,0.2
-0.95579,0.092204,6.155,0.2
-0.63939,0.04105,6.2191,0.2
-0.32035,0.010273,6.2832,0.2
-1.837e-15,0,6.3473,0.2
